property_id,id,full_address,street_address,unit,city,state,zip_code,county,latitude,longitude,property_type,bedrooms,bathrooms,sqft,lot_size_sqft,year_built,building_age,last_sale_price,last_sale_date,days_since_sale,price_per_sqft,assessed_value,tax_year,annual_tax,owner_name,owner_occupied,assessor_id,median_price_per_sqft_group,assessment_flag
P-101824,11824,"8353 Park Way, Seattle, WA 48036",8353 Park Way,,Seattle,WA,48036,King,23.919201,-156.404933,Single Family,2,5.0,3564,14924,2010,14,1660152.88,2019-10-23,2365,465.81,1617527.24,2024,15288.81,William Clark,True,WA-KI-10749,526.32,Within band
P-101825,11825,"2758 Oak Ave, Tampa, FL 24165",2758 Oak Ave,,Tampa,FL,24165,Hillsborough,32.930952,-79.567431,Single Family,1,5.0,5896,10855,2009,15,359634.46,2019-05-08,2533,61.0,393406.94,2024,7680.99,Betty Sanchez,True,FL-HI-48967,138.34,Within band
P-101826,11826,"1314 Sunset Blvd, Provo, UT 70732",1314 Sunset Blvd,,Provo,UT,70732,Utah,25.945371,-87.461777,Single Family,2,4.0,4344,15288,1961,63,860550.52,2025-02-21,417,198.1,924181.57,2023,18002.23,George Green,True,UT-UT-51072,109.86,Within band
P-101827,11827,"2549 Park Way, Lawrenceville, GA 83367",2549 Park Way,,Lawrenceville,GA,83367,Gwinnett,38.347733,-79.358558,Single Family,2,1.0,4838,9993,1937,87,289828.08,2022-04-03,1472,59.91,266871.57,2024,4592.87,Sarah Jackson,True,GA-GW-42860,150.1,Within band
P-101828,11828,"2154 Sunset Blvd, Houston, TX 43003",2154 Sunset Blvd,,Houston,TX,43003,Harris,31.455205,-74.98775,Single Family,7,1.5,5758,9734,2019,5,243316.75,2024-09-19,572,42.26,217510.68,2023,4350.21,Andrew Ramirez,True,TX-HA-15158,115.36,Under-assessed
P-101829,11829,"7867 Forest Glen Rd, Apt 16B, Eugene, OR 13884",7867 Forest Glen Rd,Apt 16B,Eugene,OR,13884,Lane,29.239825,-145.288447,Condo,6,5.0,4642,15124,2010,14,1391914.47,2021-07-01,1748,299.85,1409311.29,2023,16388.33,Andrew Hall,False,OR-LA-75432,306.82,Within band
P-101831,11831,"4747 Lakeshore Dr, Apt 19E, Manhattan, NY 28031",4747 Lakeshore Dr,Apt 19E,Manhattan,NY,28031,New York,30.133631,-141.092322,Townhouse,3,1.5,4178,15096,1988,36,2257462.68,2023-12-16,850,540.32,2207930.21,2023,48574.46,Sandra Carter,False,NY-NE-40662,521.74,Within band
P-101832,11832,"3135 Madison Ave, Las Vegas, NV 82817",3135 Madison Ave,,Las Vegas,NV,82817,Clark,38.425454,-86.970406,Single Family,7,5.0,5323,8447,1968,56,625521.28,2018-10-06,2747,117.51,617994.69,2023,9017.39,Sandra King,True,NV-CL-15207,117.32,Within band
P-101833,11833,"3059 Madison Ave, Apt 21B, Tacoma, WA 56174",3059 Madison Ave,Apt 21B,Tacoma,WA,56174,Pierce,44.950358,-117.275081,Condo,1,5.0,5631,15495,1967,57,2215380.43,2025-06-28,290,393.43,2317699.09,2024,30400.28,Donna Nguyen,True,WA-PI-20600,446.6,Within band
P-101834,11834,"4186 Clearwater Ct, Las Vegas, NV 71286",4186 Clearwater Ct,,Las Vegas,NV,71286,Clark,40.077744,-126.882258,Single Family,7,1.0,4660,12515,1967,57,124781.37,2020-01-08,2288,26.78,120473.12,2023,1782.53,Brian Torres,False,NV-CL-62363,117.32,Within band
P-101835,11835,"5777 Lakeshore Dr, Chicago, IL 59530",5777 Lakeshore Dr,,Chicago,IL,59530,Cook,34.371073,-95.721604,Multi Family,2,1.5,2547,11506,1921,103,753255.98,2019-10-17,2371,295.74,683595.54,2024,14355.51,Thomas Scott,True,IL-CO-57054,177.46,Under-assessed
P-101836,11836,"2906 Broadway, Apt 30A, Tacoma, WA 58599",2906 Broadway,Apt 30A,Tacoma,WA,58599,Pierce,36.441523,-127.711717,Condo,7,2.5,6399,6965,2015,9,1448588.8,2025-07-12,276,226.38,1311415.59,2022,19647.66,Jessica Nelson,False,WA-PI-24383,446.6,Under-assessed
P-101837,11837,"9875 Willow Way, Apt 29B, San Antonio, TX 75258",9875 Willow Way,Apt 29B,San Antonio,TX,75258,Bexar,29.178495,-147.668845,Condo,7,4.0,2479,9063,2016,8,397275.74,2019-06-30,2480,160.26,318990.54,2023,6379.81,Thomas Jones,True,TX-BE-75093,158.16,Under-assessed
P-101839,11839,"9442 Madison Ave, Columbia, SC 56308",9442 Madison Ave,,Columbia,SC,56308,Richland,46.03015,-130.272953,Single Family,6,3.5,1738,3704,1929,95,824463.2,2021-05-02,1808,474.37,844878.02,2024,11048.76,Ronald Young,False,SC-RI-38502,121.9,Within band
P-101840,11840,"1536 Clearwater Ct, Irvine, CA 89472",1536 Clearwater Ct,,Irvine,CA,89472,Orange,43.293461,-139.091529,Single Family,1,5.0,4727,11325,1940,84,3420666.6,2025-09-05,221,723.64,3574334.51,2024,61486.34,Donna Taylor,False,CA-OR-13453,449.01,Within band
P-101841,11841,"3948 River Blvd, San Antonio, TX 76772",3948 River Blvd,,San Antonio,TX,76772,Bexar,42.230912,-135.819482,Multi Family,3,5.0,3649,15367,1931,93,648457.99,2025-10-13,183,177.71,543859.61,2024,10877.19,John Rivera,True,TX-BE-81299,126.59,Under-assessed
P-101842,11842,"7435 Maple Dr, Sacramento, CA 27657",7435 Maple Dr,,Sacramento,CA,27657,Sacramento,34.72159,-72.39119,Single Family,4,5.0,4455,13186,1977,47,2406664.93,2019-03-11,2591,540.22,2063638.2,2022,23481.29,Joshua Torres,True,CA-SA-11408,449.01,Under-assessed
P-101843,11843,"2203 Oak Ave, Naperville, IL 46713",2203 Oak Ave,,Naperville,IL,46713,DuPage,25.97426,-129.90926,Single Family,3,2.5,2278,7304,1959,65,221173.25,2025-10-18,178,97.09,204233.05,2022,4288.89,Mary Jackson,False,IL-DU-10254,104.35,Within band
P-101844,11844,"296 Heritage Ln, Apt 14D, Oakland, CA 24486",296 Heritage Ln,Apt 14D,Oakland,CA,24486,Alameda,26.280859,-136.606077,Townhouse,3,4.5,5279,10250,1937,87,594341.63,2020-12-26,1935,112.59,610954.53,2022,9906.99,David Baker,True,CA-AL-56837,453.55,Within band
P-101845,11845,"1494 Orchard Ln, Apt 7E, Jacksonville, FL 59515",1494 Orchard Ln,Apt 7E,Jacksonville,FL,59515,Duval,42.065139,-150.322301,Condo,7,5.0,5368,14449,1983,41,677945.17,2016-10-05,3478,126.29,709775.66,2023,9285.45,Deborah Lewis,False,FL-DU-18331,145.87,Within band
P-101846,11846,"7713 Elm St, Baltimore, MD 26881",7713 Elm St,,Baltimore,MD,26881,Baltimore,41.930599,-104.236982,Single Family,5,2.5,5635,13113,2002,22,1063033.27,2024-06-24,659,188.65,863731.46,2024,11849.2,Robert Moore,True,MD-BA-86929,292.68,Under-assessed
P-101847,11847,"5327 Valley View Dr, Raleigh, NC 75705",5327 Valley View Dr,,Raleigh,NC,75705,Wake,31.862064,-112.646883,Single Family,6,4.5,2429,7025,1934,90,540069.73,2018-08-05,2809,222.34,437017.04,2024,6943.26,Stephanie Martin,False,NC-WA-15249,151.03,Under-assessed
P-101848,11848,"1852 Hillcrest Ave, Apt 19B, Charlotte, NC 73499",1852 Hillcrest Ave,Apt 19B,Charlotte,NC,73499,Mecklenburg,42.328732,-112.630107,Townhouse,2,1.5,5018,15463,1961,63,305972.26,2021-11-23,1603,60.97,310894.68,2022,3836.55,Karen Martin,False,NC-ME-40872,129.09,Within band
P-101849,11849,"1429 Ridgewood Rd, Apt 9B, Eugene, OR 42985",1429 Ridgewood Rd,Apt 9B,Eugene,OR,42985,Lane,21.824064,-121.279701,Condo,3,4.0,4336,4474,1937,87,1472545.38,2017-12-30,3027,339.61,1384896.9,2024,12320.65,Matthew Gonzalez,True,OR-LA-96078,306.82,Within band
P-101851,11851,"9730 Broadway, Salt Lake City, UT 94455",9730 Broadway,,Salt Lake City,UT,94455,Salt Lake,39.968893,-93.497123,Single Family,7,1.0,917,8380,2019,5,229073.79,2018-10-24,2729,249.81,183887.76,2023,1518.91,Ronald Flores,True,UT-SA-18919,109.86,Under-assessed
P-101852,11852,"2947 Heritage Ln, Tampa, FL 62760",2947 Heritage Ln,,Tampa,FL,62760,Hillsborough,23.799725,-118.407401,Single Family,5,1.0,2889,4441,1922,102,863000.16,2022-10-19,1273,298.72,833300.47,2023,11500.97,Kimberly Clark,True,FL-HI-45837,138.34,Within band
P-101853,11853,"7200 Lake Dr, Queens, NY 48318",7200 Lake Dr,,Queens,NY,48318,Queens,28.966404,-74.592127,Single Family,1,3.0,5211,14199,1973,51,1883557.83,2024-12-29,471,361.46,1961840.97,2022,43160.5,Ashley Roberts,True,NY-QU-41744,408.84,Within band
P-101854,11854,"5446 Lakeshore Dr, Apt 20A, Bronx, NY 16161",5446 Lakeshore Dr,Apt 20A,Bronx,NY,16161,Bronx,39.362861,-99.613628,Condo,7,1.0,4397,8399,1937,87,1389271.1,2022-01-24,1541,315.96,1386245.42,2024,30497.4,Michelle Walker,False,NY-BR-43602,351.08,Within band
P-101855,11855,"1034 Adams St, Waukegan, IL 39829",1034 Adams St,,Waukegan,IL,39829,Lake,34.605799,-148.204228,Single Family,4,5.0,5432,14826,1938,86,323675.0,2016-11-05,3447,59.59,314639.0,2023,6607.42,Charles King,True,IL-LA-99140,104.35,Within band
P-101856,11856,"1069 Pine Rd, Apt 29D, Lawrenceville, GA 77063",1069 Pine Rd,Apt 29D,Lawrenceville,GA,77063,Gwinnett,32.289133,-71.949084,Condo,2,2.5,1285,5615,1965,59,657685.01,2017-02-19,3341,511.82,599463.89,2024,10458.07,William Robinson,True,GA-GW-20574,139.77,Within band
P-101857,11857,"453 Monroe Blvd, Apt 22B, San Jose, CA 45550",453 Monroe Blvd,Apt 22B,San Jose,CA,45550,Santa Clara,27.413873,-90.973163,Condo,2,2.0,3500,9747,2023,1,2532023.04,2022-12-18,1213,723.44,2047141.46,2024,24498.64,Anthony Rodriguez,True,CA-SA-95118,453.06,Under-assessed
P-101858,11858,"2122 Elm St, Naperville, IL 54113",2122 Elm St,,Naperville,IL,54113,DuPage,27.832613,-101.582089,Single Family,5,1.0,5843,8095,1923,101,415761.02,2020-10-19,2003,71.16,345388.57,2024,7253.16,Donna Wilson,True,IL-DU-14331,104.35,Under-assessed
P-101859,11859,"2206 Washington Ave, Columbus, OH 19881",2206 Washington Ave,,Columbus,OH,19881,Franklin,46.910926,-130.091598,Single Family,6,4.0,4185,14899,1951,73,703644.97,2022-03-08,1498,168.13,735232.05,2024,8224.43,David Lee,False,OH-FR-25718,208.92,Within band
P-101860,11860,"6806 River Blvd, Apt 18B, Tampa, FL 99839",6806 River Blvd,Apt 18B,Tampa,FL,99839,Hillsborough,29.285757,-90.493068,Townhouse,6,3.0,2812,5133,1972,52,737842.84,2025-04-29,350,262.39,708463.07,2023,8342.15,Donald Carter,False,FL-HI-51514,130.82,Within band
P-101861,11861,"8782 Lake Dr, Grand Rapids, MI 94037",8782 Lake Dr,,Grand Rapids,MI,94037,Kent,37.55895,-151.777709,Single Family,3,3.0,857,3854,2022,2,269373.02,2024-02-05,799,314.32,243567.42,2023,3682.24,Matthew Allen,True,MI-KE-37034,152.83,Under-assessed
P-101862,11862,"5560 Broadway, Albuquerque, NM 76582",5560 Broadway,,Albuquerque,NM,76582,Bernalillo,34.723597,-127.762497,Single Family,3,1.0,4672,16404,2005,19,516614.61,2019-09-18,2400,110.58,519630.46,2024,9278.18,Jessica White,True,NM-BE-48625,119.2,Within band
P-101863,11863,"5967 Washington Ave, Jacksonville, FL 46765",5967 Washington Ave,,Jacksonville,FL,46765,Duval,39.649221,-115.817589,Single Family,4,3.0,2936,7416,1992,32,424604.31,2017-05-17,3254,144.62,414494.54,2022,4838.57,Charles Brown,True,FL-DU-11141,138.34,Within band
P-101864,11864,"9411 Birch St, Detroit, MI 27788",9411 Birch St,,Detroit,MI,27788,Wayne,31.339627,-109.468707,Single Family,6,4.5,3583,9563,2022,2,282156.3,2021-02-04,1895,78.75,275979.29,2024,3372.37,Carol Jackson,False,MI-WA-59786,152.83,Within band
P-101865,11865,"9648 River Blvd, Apt 27E, Dallas, TX 28312",9648 River Blvd,Apt 27E,Dallas,TX,28312,Dallas,24.21401,-79.922092,Condo,1,4.5,1887,7792,1952,72,751664.43,2022-04-24,1451,398.34,766202.89,2024,15324.06,Jennifer Carter,True,TX-DA-85170,158.16,Within band
P-101866,11866,"2415 Adams St, Phoenix, AZ 71437",2415 Adams St,,Phoenix,AZ,71437,Maricopa,21.823674,-107.961035,Multi Family,2,3.5,6075,7781,2010,14,492000.8,2024-01-10,825,80.99,411958.45,2023,7121.2,Jessica Rodriguez,True,AZ-MA-95076,91.66,Under-assessed
P-101867,11867,"9676 Clearwater Ct, Apt 14C, Tucson, AZ 42312",9676 Clearwater Ct,Apt 14C,Tucson,AZ,42312,Pima,38.860644,-105.018658,Condo,3,3.0,1866,9401,1991,33,567101.66,2024-07-16,637,303.91,570336.25,2022,7487.69,Dorothy Nguyen,False,AZ-PI-84699,150.88,Within band
P-101868,11868,"5118 Hillcrest Ave, Apt 17B, Nashville, TN 91681",5118 Hillcrest Ave,Apt 17B,Nashville,TN,91681,Davidson,30.382037,-117.291567,Condo,1,2.0,4275,16155,1944,80,686005.3,2020-10-02,2020,160.47,694847.34,2023,11237.52,Brian Martinez,True,TN-DA-23955,138.25,Within band
P-101869,11869,"2476 Jackson Dr, Apt 11C, Jacksonville, FL 13102",2476 Jackson Dr,Apt 11C,Jacksonville,FL,13102,Duval,25.277137,-104.825986,Condo,4,2.0,4497,10845,1933,91,480102.37,2017-02-18,3342,106.76,423060.02,2022,7275.51,Karen Williams,True,FL-DU-61044,145.87,Under-assessed
P-101871,11871,"5646 Hillcrest Ave, Honolulu, HI 32243",5646 Hillcrest Ave,,Honolulu,HI,32243,Honolulu,42.018252,-75.910775,Single Family,4,4.0,4617,12506,2021,3,1282367.89,2023-12-21,845,277.75,1266319.12,2023,20755.66,Jessica Carter,True,HI-HO-93722,465.83,Within band
P-101872,11872,"3270 Lake Dr, Kansas City, MO 67732",3270 Lake Dr,,Kansas City,MO,67732,Jackson,34.780785,-138.212472,Multi Family,7,2.0,1253,6900,1935,89,152030.17,2024-09-25,566,121.33,138926.18,2023,1846.64,William Jones,True,MO-JA-92317,121.33,Within band
P-101873,11873,"4218 Forest Glen Rd, Apt 18D, Albuquerque, NM 84612",4218 Forest Glen Rd,Apt 18D,Albuquerque,NM,84612,Bernalillo,38.661798,-123.708781,Townhouse,2,4.5,1159,7076,1965,59,491594.08,2025-01-12,457,424.15,536268.97,2023,5458.24,Emily Torres,True,NM-BE-18584,158.75,Within band
P-101874,11874,"596 Meadow Ln, Apt 29B, Phoenix, AZ 16781",596 Meadow Ln,Apt 29B,Phoenix,AZ,16781,Maricopa,33.622203,-138.765453,Condo,4,4.5,2465,4192,1936,88,597594.6,2024-02-14,790,242.43,637469.99,2023,12300.68,Deborah Martin,True,AZ-MA-16772,150.88,Within band
P-101875,11875,"6213 Oak Ave, Kansas City, MO 78876",6213 Oak Ave,,Kansas City,MO,78876,Jackson,24.958507,-109.662372,Single Family,1,1.0,4467,6936,1942,82,141464.97,2018-12-08,2684,31.67,139834.83,2022,2580.92,Ronald Davis,True,MO-JA-46605,127.4,Within band
P-101876,11876,"3048 Monroe Blvd, Apt 15E, Memphis, TN 88146",3048 Monroe Blvd,Apt 15E,Memphis,TN,88146,Shelby,47.393102,-96.128163,Townhouse,4,1.0,1676,5519,1946,78,178801.27,2022-08-10,1343,106.68,186526.79,2024,2647.4,Ashley Thompson,True,TN-SH-57287,80.48,Within band
P-101877,11877,"3339 Broadway, Apt 30A, San Antonio, TX 35770",3339 Broadway,Apt 30A,San Antonio,TX,35770,Bexar,21.364656,-75.57264,Condo,5,1.0,4154,4203,1997,27,340747.34,2025-07-13,275,82.03,320117.5,2022,6402.35,Timothy Moore,True,TX-BE-38971,158.16,Within band
P-101878,11878,"7369 Birch St, Apt 27D, San Diego, CA 91955",7369 Birch St,Apt 27D,San Diego,CA,91955,San Diego,35.475879,-114.054633,Townhouse,5,4.5,3258,8839,2007,17,2100689.74,2026-03-24,21,644.78,2050925.02,2024,34940.96,Lisa Perez,True,CA-SA-91082,453.55,Within band
P-101879,11879,"4164 Creekside Dr, Atlanta, GA 64041",4164 Creekside Dr,,Atlanta,GA,64041,Fulton,37.483651,-98.087549,Single Family,4,2.0,4709,11741,1963,61,201419.52,2024-11-18,512,42.77,178540.23,2024,1716.13,Lisa Anderson,False,GA-FU-45440,150.1,Under-assessed
P-101880,11880,"853 Adams St, Henderson, NV 62607",853 Adams St,,Henderson,NV,62607,Clark,24.875269,-114.631527,Multi Family,3,2.5,3023,12931,1945,79,789484.99,2023-01-26,1174,261.16,656840.27,2024,11183.29,Anthony Lewis,True,NV-CL-14392,178.76,Under-assessed
P-101881,11881,"9208 Willow Way, Apt 10A, Portland, OR 83877",9208 Willow Way,Apt 10A,Portland,OR,83877,Multnomah,34.53469,-84.446153,Townhouse,5,3.5,4257,8692,1999,25,390451.59,2017-11-09,3078,91.72,322439.97,2023,5077.64,Sandra Robinson,False,OR-MU-66202,118.34,Under-assessed
P-101882,11882,"7433 Monroe Blvd, Apt 17B, Boston, MA 95605",7433 Monroe Blvd,Apt 17B,Boston,MA,95605,Suffolk,36.345188,-110.19617,Townhouse,2,4.5,4472,5330,1929,95,3399396.61,2023-02-27,1142,760.15,3305904.03,2022,43551.72,Karen Thompson,False,MA-SU-88333,343.24,Within band
P-101883,11883,"4144 Harbor View Blvd, Apt 5A, Durham, NC 81641",4144 Harbor View Blvd,Apt 5A,Durham,NC,81641,Durham,21.386634,-118.685559,Condo,1,4.5,5746,15399,1945,79,423403.05,2025-07-08,280,73.69,440567.9,2023,5497.95,Donna Lopez,False,NC-DU-87265,140.0,Within band
P-101884,11884,"2705 Riverside Dr, Phoenix, AZ 37307",2705 Riverside Dr,,Phoenix,AZ,37307,Maricopa,46.543349,-89.460643,Single Family,2,3.5,3789,11715,1943,81,891425.75,2024-07-20,633,235.27,941158.83,2022,7832.67,Stephanie Perez,True,AZ-MA-76315,130.0,Within band
P-101885,11885,"5816 Park Way, Lexington, KY 58157",5816 Park Way,,Lexington,KY,58157,Fayette,27.204405,-95.609379,Single Family,3,4.0,3718,4041,1920,104,572660.37,2017-06-26,3214,154.02,582506.2,2022,10779.59,Nancy Young,False,KY-FA-37899,133.33,Within band
P-101886,11886,"856 Jefferson St, Philadelphia, PA 14040",856 Jefferson St,,Philadelphia,PA,14040,Philadelphia,26.357893,-77.826431,Single Family,7,2.5,5817,12463,1963,61,630304.03,2024-11-17,513,108.36,615486.87,2023,8127.01,Andrew Moore,False,PA-PH-99083,120.29,Within band
P-101887,11887,"7371 Harbor View Blvd, Tulsa, OK 13619",7371 Harbor View Blvd,,Tulsa,OK,13619,Tulsa,40.513726,-87.289672,Multi Family,1,1.0,4685,9147,1968,56,197464.27,2023-03-02,1139,42.15,204603.36,2022,3777.5,Robert Brown,False,OK-TU-87496,58.46,Within band
P-101888,11888,"8098 Clearwater Ct, San Francisco, CA 47186",8098 Clearwater Ct,,San Francisco,CA,47186,San Francisco,26.219844,-108.295717,Single Family,6,4.0,2552,10805,2009,15,1848216.46,2024-03-11,764,724.22,1963722.41,2023,36730.29,Melissa Young,False,CA-SA-10814,449.01,Within band
P-101889,11889,"4277 Meadow Ln, Henderson, NV 75744",4277 Meadow Ln,,Henderson,NV,75744,Clark,32.583858,-146.391299,Single Family,3,5.0,4691,9730,1928,96,333761.95,2020-10-18,2004,71.15,317665.06,2022,4934.36,Thomas Miller,False,NV-CL-89214,117.32,Within band
P-101890,11890,"8301 Riverside Dr, Apt 26A, Boston, MA 32691",8301 Riverside Dr,Apt 26A,Boston,MA,32691,Suffolk,32.084019,-95.334223,Townhouse,2,1.5,5785,8423,1937,87,1075110.76,2023-10-30,897,185.84,1045945.74,2024,18841.64,Kimberly Hernandez,True,MA-SU-83818,343.24,Within band
P-101891,11891,"7653 Park Way, Houston, TX 37737",7653 Park Way,,Houston,TX,37737,Harris,43.820891,-144.940739,Single Family,3,3.0,4789,9025,2019,5,393863.01,2021-03-13,1858,82.24,424229.2,2023,8484.58,Brian Moore,True,TX-HA-70903,115.36,Within band
P-101892,11892,"6323 Forest Glen Rd, Apt 15D, Billings, MT 10926",6323 Forest Glen Rd,Apt 15D,Billings,MT,10926,Yellowstone,28.862574,-120.660991,Townhouse,7,2.5,5324,6708,1932,92,433458.12,2017-02-06,3354,81.42,442810.58,2023,5881.43,Betty Young,False,MT-YE-97472,104.26,Within band
P-101893,11893,"7863 Summit Rd, Cleveland, OH 60445",7863 Summit Rd,,Cleveland,OH,60445,Cuyahoga,31.623074,-135.101412,Multi Family,1,5.0,3490,5549,1921,103,510104.47,2018-01-05,3021,146.16,550146.49,2024,5323.29,Sandra Martin,True,OH-CU-52028,119.72,Within band
P-101894,11894,"1256 Orchard Ln, Apt 14A, Decatur, GA 57678",1256 Orchard Ln,Apt 14A,Decatur,GA,57678,DeKalb,22.643611,-107.129309,Condo,5,4.5,4935,7136,1995,29,555483.11,2020-10-24,1998,112.56,610376.19,2023,7524.18,Deborah Moore,True,GA-DE-10648,139.77,Within band
P-101895,11895,"6027 Maple Dr, Apt 7E, Indianapolis, IN 64284",6027 Maple Dr,Apt 7E,Indianapolis,IN,64284,Marion,44.595896,-142.195409,Condo,4,2.5,5886,14507,1975,49,732395.22,2023-03-12,1129,124.43,593540.64,2023,10449.21,David Martin,True,IN-MA-66595,141.22,Under-assessed
P-101896,11896,"4126 Broadway, Fort Worth, TX 21497",4126 Broadway,,Fort Worth,TX,21497,Tarrant,27.808993,-152.161955,Single Family,5,2.5,5242,9158,1950,74,760221.95,2025-05-25,324,145.03,632921.47,2022,12658.43,Paul Taylor,False,TX-TA-62492,115.36,Under-assessed
P-101897,11897,"4222 Birch St, Apt 12D, Knoxville, TN 79701",4222 Birch St,Apt 12D,Knoxville,TN,79701,Knox,29.569657,-111.492892,Townhouse,3,2.0,6305,11048,1965,59,239714.17,2021-11-17,1609,38.02,199275.01,2022,2255.35,Mark Hill,True,TN-KN-43154,80.48,Under-assessed
P-101898,11898,"3559 Ridgewood Rd, Apt 22B, Charleston, SC 19549",3559 Ridgewood Rd,Apt 22B,Charleston,SC,19549,Charleston,45.842673,-73.684808,Condo,2,5.0,4337,16012,1931,93,632250.04,2022-08-08,1345,145.78,572015.11,2023,11133.06,Michelle Ramirez,False,SC-CH-42432,144.56,Under-assessed
P-101899,11899,"9523 Hillcrest Ave, Provo, UT 80411",9523 Hillcrest Ave,,Provo,UT,80411,Utah,32.590122,-135.220765,Single Family,6,5.0,1753,7110,2007,17,421918.12,2025-10-07,189,240.68,425188.06,2024,6538.0,Donna Davis,False,UT-UT-66644,109.86,Within band
P-101900,11900,"4421 Summit Rd, Jacksonville, FL 89004",4421 Summit Rd,,Jacksonville,FL,89004,Duval,29.12275,-116.064156,Single Family,5,2.5,3822,15028,1988,36,341486.66,2021-06-11,1768,89.35,326995.06,2023,5898.38,Dorothy Nguyen,True,FL-DU-66899,138.34,Within band
P-101901,11901,"9350 Cedar Ln, Baltimore, MD 21856",9350 Cedar Ln,,Baltimore,MD,21856,Baltimore,42.535303,-156.65856,Single Family,7,1.5,5570,6522,2006,18,1243951.59,2019-04-30,2541,223.33,1111896.69,2024,18784.91,David Smith,True,MD-BA-96561,292.68,Under-assessed
P-101902,11902,"2702 River Blvd, Apt 5A, Kansas City, MO 26856",2702 River Blvd,Apt 5A,Kansas City,MO,26856,Jackson,24.291301,-82.140375,Townhouse,6,1.5,5286,5965,2001,23,333732.65,2022-05-03,1442,63.14,340174.66,2023,3421.57,Lisa Campbell,True,MO-JA-33969,225.08,Within band
P-101903,11903,"6501 Valley View Dr, Apt 9A, Miami, FL 65708",6501 Valley View Dr,Apt 9A,Miami,FL,65708,Miami-Dade,31.812909,-102.001238,Condo,5,2.5,6155,11935,1924,100,527100.54,2023-01-20,1180,85.64,451505.45,2022,5688.58,Daniel Thomas,False,FL-MI-21972,145.87,Under-assessed
P-101904,11904,"979 Orchard Ln, Apt 16C, Scottsdale, AZ 51140",979 Orchard Ln,Apt 16C,Scottsdale,AZ,51140,Maricopa,29.304285,-82.603951,Condo,7,3.0,1136,12155,1955,69,817295.38,2025-08-05,252,719.45,688443.04,2023,9879.59,Richard Carter,False,AZ-MA-16457,150.88,Under-assessed
P-101905,11905,"337 Jefferson St, Apt 22E, Cleveland, OH 42342",337 Jefferson St,Apt 22E,Cleveland,OH,42342,Cuyahoga,45.954016,-112.15225,Townhouse,6,4.5,800,3089,1953,71,330467.21,2022-11-22,1239,413.08,356363.22,2022,3218.84,Michelle Smith,True,OH-CU-22608,148.98,Within band
P-101906,11906,"3960 Valley View Dr, Atlanta, GA 41657",3960 Valley View Dr,,Atlanta,GA,41657,Fulton,45.875621,-145.757977,Single Family,4,2.5,4610,11756,1965,59,387655.08,2021-05-04,1806,84.09,356391.12,2023,3395.44,Matthew Walker,False,GA-FU-54243,150.1,Within band
P-101907,11907,"5178 River Blvd, Henderson, NV 47761",5178 River Blvd,,Henderson,NV,47761,Clark,33.406047,-148.532802,Multi Family,4,4.0,1466,7029,2007,17,312709.25,2023-11-06,890,213.31,325089.77,2024,5506.92,David Hill,True,NV-CL-70643,178.76,Within band
P-101908,11908,"2374 Elm St, Apt 6C, San Diego, CA 55317",2374 Elm St,Apt 6C,San Diego,CA,55317,San Diego,22.560032,-101.174855,Condo,3,2.5,5814,9902,1992,32,604144.51,2024-07-07,646,103.91,568962.11,2024,8235.8,Michelle Adams,False,CA-SA-76092,453.06,Within band
P-101909,11909,"7852 Lincoln Rd, Eugene, OR 38209",7852 Lincoln Rd,,Eugene,OR,38209,Lane,39.678681,-84.59568,Single Family,7,2.0,5539,15429,1925,99,565256.75,2025-01-10,459,102.05,568985.62,2022,5562.66,Donald Thompson,True,OR-LA-84364,291.42,Within band
P-101910,11910,"5261 Lakeshore Dr, Columbus, OH 97550",5261 Lakeshore Dr,,Columbus,OH,97550,Franklin,45.382273,-74.442655,Single Family,1,1.5,4052,15084,1943,81,886758.84,2025-11-27,138,218.84,931070.17,2024,11823.8,Carol Campbell,False,OH-FR-88386,208.92,Within band
P-101911,11911,"851 Main St, Apt 6A, Sacramento, CA 46189",851 Main St,Apt 6A,Sacramento,CA,46189,Sacramento,43.105246,-140.505691,Condo,2,4.0,2787,7540,1952,72,1091309.16,2024-06-26,657,391.57,1118182.22,2024,19792.24,Mark Nguyen,True,CA-SA-29314,453.06,Within band
P-101912,11912,"1023 Lakeshore Dr, Albuquerque, NM 92477",1023 Lakeshore Dr,,Albuquerque,NM,92477,Bernalillo,24.981521,-76.97319,Single Family,4,5.0,2557,7785,1940,84,480216.15,2025-10-03,193,187.8,506221.56,2024,9531.9,Donald Wright,True,NM-BE-73229,119.2,Within band
P-101913,11913,"1023 Jefferson St, Fort Lauderdale, FL 34688",1023 Jefferson St,,Fort Lauderdale,FL,34688,Broward,35.320786,-124.624429,Single Family,1,1.0,5416,6126,1927,97,639169.16,2023-11-28,868,118.01,632931.43,2022,7661.81,Timothy Ramirez,False,FL-BR-72369,138.34,Within band
P-101914,11914,"5518 Heritage Ln, Eugene, OR 62754",5518 Heritage Ln,,Eugene,OR,62754,Lane,30.796417,-121.052655,Single Family,2,5.0,5990,11053,1979,45,1085067.02,2023-07-30,989,181.15,962224.93,2023,15061.39,Joseph Lopez,False,OR-LA-59616,291.42,Under-assessed
