"﻿property_id";"id";"full_address";"street_address";"unit";"city";"state";"zip_code";"county";"latitude";"longitude";"property_type";"bedrooms";"bathrooms";"sqft";"lot_size_sqft";"year_built";"building_age";"last_sale_price";"last_sale_date";"days_since_sale";"price_per_sqft";"assessed_value";"tax_year";"annual_tax";"owner_name";"owner_occupied";"assessor_id"
"P-101942";11942;"2212 Sunset Blvd, Apt 19B, Los Angeles, CA 97225";"2212 Sunset Blvd";"Apt 19B";"Los Angeles";"CA";97225;"Los Angeles";26.449347;-156.634911;"Townhouse";2;3.0;"4,303";"12,573";1940;84;"1,793,304.99";"2018-11-30";"2,692";416.76;"1,507,802.70";2022;"25,244.15";"Patricia Flores";"FALSE";"CA-LO-93376"
"P-101943";11943;"4487 Riverside Dr, Salt Lake City, UT 40896";"4487 Riverside Dr";"";"Salt Lake City";"UT";40896;"Salt Lake";30.560164;-113.323277;"Single Family";4;2.0;"5,674";"15,630";1944;80;"287,669.05";"2018-02-26";"2,969";50.7;"259,430.04";2023;"4,851.60";"Kevin Johnson";"TRUE";"UT-SA-43414"
"P-101944";11944;"4076 Birch St, Apt 26C, San Antonio, TX 62544";"4076 Birch St";"Apt 26C";"San Antonio";"TX";62544;"Bexar";38.648422;-139.996007;"Townhouse";7;5.0;"3,125";"9,418";1956;68;"536,298.06";"2023-04-18";"1,092";171.62;"450,809.23";2023;"9,016.18";"Emily Anderson";"TRUE";"TX-BE-61498"
"P-101945";11945;"4028 Elm St, Jacksonville, FL 82492";"4028 Elm St";"";"Jacksonville";"FL";82492;"Duval";40.425632;-120.781209;"Single Family";4;2.0;"1,874";"9,628";1951;73;"380,122.44";"2016-07-25";"3,550";202.84;"329,841.48";2022;"6,030.38";"James Harris";"FALSE";"FL-DU-17408"
"P-101946";11946;"6834 Summit Rd, Fort Lauderdale, FL 35484";"6834 Summit Rd";"";"Fort Lauderdale";"FL";35484;"Broward";27.514845;-89.179634;"Single Family";3;2.0;"1,352";"7,486";1970;54;"657,976.48";"2023-06-02";"1,047";486.67;"700,528.90";2023;"7,092.60";"Mark Wilson";"TRUE";"FL-BR-79229"
"P-101947";11947;"6974 Washington Ave, Apt 3A, Fort Wayne, IN 38462";"6974 Washington Ave";"Apt 3A";"Fort Wayne";"IN";38462;"Allen";26.166394;-117.034803;"Condo";3;3.0;"3,580";"9,528";2022;2;"678,949.37";"2017-12-25";"3,032";189.65;"728,056.45";2024;"14,065.72";"Jessica Moore";"FALSE";"IN-AL-29306"
"P-101948";11948;"7754 Valley View Dr, Apt 8E, Fort Lauderdale, FL 44752";"7754 Valley View Dr";"Apt 8E";"Fort Lauderdale";"FL";44752;"Broward";44.569327;-133.94703;"Townhouse";3;4.5;"5,855";"10,587";1941;83;"716,941.21";"2025-05-17";"332";122.45;"709,436.94";2024;"11,793.05";"Susan Green";"FALSE";"FL-BR-59619"
"P-101949";11949;"6114 Elm St, Orlando, FL 31157";"6114 Elm St";"";"Orlando";"FL";31157;"Orange";37.537072;-146.297574;"Multi Family";3;4.5;"5,856";"15,857";1942;82;"823,618.86";"2018-11-16";"2,706";140.65;"754,614.88";2022;"11,349.13";"Paul Lewis";"TRUE";"FL-OR-67793"
"P-101950";11950;"5395 Jefferson St, Naperville, IL 95434";"5395 Jefferson St";"";"Naperville";"IL";95434;"DuPage";45.046497;-103.206063;"Single Family";3;1.5;"3,550";"7,479";1920;104;"167,701.13";"2022-09-27";"1,295";47.24;"174,888.18";2023;"3,672.65";"Carol Jones";"FALSE";"IL-DU-38867"
"P-101951";11951;"7966 Washington Ave, Apt 21D, Tacoma, WA 40750";"7966 Washington Ave";"Apt 21D";"Tacoma";"WA";40750;"Pierce";22.290992;-73.666125;"Condo";2;3.0;"3,256";"6,476";1929;95;"528,418.77";"2020-08-22";"2,061";162.29;"437,286.10";2023;"5,620.89";"Lisa Thomas";"FALSE";"WA-PI-80133"
"P-101954";11954;"2373 Lincoln Rd, Apt 30B, Austin, TX 20668";"2373 Lincoln Rd";"Apt 30B";"Austin";"TX";20668;"Travis";32.005844;-156.856648;"Condo";7;1.0;"2,133";"10,007";1941;83;"555,179.04";"2017-03-08";"3,324";260.28;"547,570.43";2023;"10,951.41";"Paul Anderson";"FALSE";"TX-TR-24787"
"P-101955";11955;"9179 Creekside Dr, Apt 6A, San Jose, CA 20478";"9179 Creekside Dr";"Apt 6A";"San Jose";"CA";20478;"Santa Clara";28.003248;-95.924589;"Condo";3;2.0;"3,646";"4,247";1979;45;"2,336,355.48";"2017-09-23";"3,125";640.8;"2,135,938.26";2024;"37,961.96";"Ronald Lewis";"TRUE";"CA-SA-44244"
"P-101956";11956;"1205 Heritage Ln, Apt 12B, San Jose, CA 21111";"1205 Heritage Ln";"Apt 12B";"San Jose";"CA";21111;"Santa Clara";28.374011;-133.537279;"Condo";4;1.0;"5,856";"13,649";1948;76;"3,018,674.94";"2024-05-19";"695";515.48;"2,638,343.87";2024;"50,150.37";"John Rivera";"FALSE";"CA-SA-85866"
"P-101957";11957;"5376 Jackson Dr, Charleston, SC 69894";"5376 Jackson Dr";"";"Charleston";"SC";69894;"Charleston";46.845078;-99.606265;"Multi Family";2;4.5;"6,353";"16,327";1984;40;"252,940.47";"2023-09-16";"941";39.81;"204,531.31";2023;"2,860.77";"Kenneth Walker";"FALSE";"SC-CH-88750"
"P-101958";11958;"8859 Jefferson St, Apt 19A, Boise, ID 61111";"8859 Jefferson St";"Apt 19A";"Boise";"ID";61111;"Ada";32.75482;-155.61939;"Condo";6;1.5;"930";"6,975";1995;29;"290,366.17";"2023-03-24";"1,117";312.22;"295,862.51";2024;"2,733.92";"James Roberts";"TRUE";"ID-AD-40131"
"P-101959";11959;"5686 Summit Rd, Apt 1D, Scottsdale, AZ 13331";"5686 Summit Rd";"Apt 1D";"Scottsdale";"AZ";13331;"Maricopa";44.176175;-110.825708;"Condo";6;4.0;"5,670";"16,036";1969;55;"451,917.22";"2026-02-11";"62";79.7;"477,395.59";2023;"5,030.67";"Lisa Baker";"TRUE";"AZ-MA-61484"
"P-101960";11960;"1441 Broadway, Henderson, NV 21412";"1441 Broadway";"";"Henderson";"NV";21412;"Clark";22.508922;-113.464442;"Single Family";4;2.0;"6,033";"8,273";1968;56;"362,425.15";"2018-12-07";"2,685";60.07;"321,004.91";2022;"4,595.75";"David Moore";"TRUE";"NV-CL-48455"
"P-101961";11961;"8320 Hillcrest Ave, Apt 30C, San Jose, CA 89500";"8320 Hillcrest Ave";"Apt 30C";"San Jose";"CA";89500;"Santa Clara";37.779866;-129.016422;"Townhouse";2;3.5;"1,890";"6,418";2002;22;"1,194,724.77";"2017-08-13";"3,166";632.13;"1,118,199.11";2024;"21,628.84";"Nancy Williams";"FALSE";"CA-SA-64703"
"P-101962";11962;"7616 Madison Ave, Apt 28A, Henderson, NV 73680";"7616 Madison Ave";"Apt 28A";"Henderson";"NV";73680;"Clark";44.200312;-135.075369;"Townhouse";6;2.0;"3,305";"4,550";1941;83;"253,015.34";"2022-07-28";"1,356";76.56;"273,626.83";2024;"3,997.61";"Charles Clark";"TRUE";"NV-CL-87670"
"P-101963";11963;"8157 Ridgewood Rd, Apt 22E, San Francisco, CA 32268";"8157 Ridgewood Rd";"Apt 22E";"San Francisco";"CA";32268;"San Francisco";43.580654;-82.88314;"Townhouse";7;2.0;"5,688";"10,173";1992;32;"2,541,240.08";"2016-10-11";"3,472";446.77;"2,789,314.87";2023;"51,681.66";"Jessica Flores";"TRUE";"CA-SA-43396"
"P-101964";11964;"964 Sunset Blvd, Apt 24C, Louisville, KY 17893";"964 Sunset Blvd";"Apt 24C";"Louisville";"KY";17893;"Jefferson";42.728215;-99.16471;"Townhouse";3;1.0;"4,185";"4,200";1927;97;"557,011.10";"2017-10-06";"3,112";133.1;"460,594.08";2024;"7,633.88";"David Jackson";"TRUE";"KY-JE-83955"
"P-101965";11965;"5345 Madison Ave, Apt 9A, Rockville, MD 81218";"5345 Madison Ave";"Apt 9A";"Rockville";"MD";81218;"Montgomery";30.028781;-95.476566;"Condo";6;4.5;"3,672";"15,229";1951;73;"700,451.30";"2019-05-21";"2,520";190.75;"620,106.78";2022;"7,284.71";"Timothy Ramirez";"FALSE";"MD-MO-12852"
"P-101967";11967;"8416 Maple Dr, Waukegan, IL 47598";"8416 Maple Dr";"";"Waukegan";"IL";47598;"Lake";23.713855;-73.962983;"Single Family";4;1.5;"3,750";"4,540";1951;73;"277,819.28";"2016-12-29";"3,393";74.09;"283,763.37";2024;"5,959.03";"Paul White";"TRUE";"IL-LA-21381"
"P-101968";11968;"5037 Monroe Blvd, Columbia, SC 65002";"5037 Monroe Blvd";"";"Columbia";"SC";65002;"Richland";38.296325;-81.743348;"Single Family";6;2.0;"6,145";"6,405";2000;24;"591,815.45";"2024-01-19";"816";96.31;"488,927.47";2023;"9,253.99";"Andrew Brown";"FALSE";"SC-RI-99673"
"P-101969";11969;"614 Monroe Blvd, Oakland, CA 64460";"614 Monroe Blvd";"";"Oakland";"CA";64460;"Alameda";33.866356;-72.049643;"Multi Family";4;4.5;"4,399";"11,852";1950;74;"3,052,600.57";"2022-06-12";"1,402";693.93;"3,142,876.36";2023;"39,379.30";"Matthew Thompson";"TRUE";"CA-AL-90934"
"P-101970";11970;"3508 Adams St, Apt 7B, San Jose, CA 76094";"3508 Adams St";"Apt 7B";"San Jose";"CA";76094;"Santa Clara";23.936909;-128.218344;"Condo";2;3.5;"1,509";"3,276";1926;98;"876,115.70";"2019-04-14";"2,557";580.59;"754,594.62";2023;"9,400.41";"Sarah Brown";"TRUE";"CA-SA-27733"
"P-101971";11971;"1447 Jefferson St, Apt 1D, Lawrenceville, GA 57870";"1447 Jefferson St";"Apt 1D";"Lawrenceville";"GA";57870;"Gwinnett";38.985947;-71.444427;"Condo";6;5.0;"3,179";"8,689";2015;9;"732,663.40";"2021-01-27";"1,903";230.47;"591,150.49";2023;"6,505.49";"Sandra Rodriguez";"FALSE";"GA-GW-65389"
"P-101972";11972;"4711 River Blvd, Apt 23E, Portland, OR 51920";"4711 River Blvd";"Apt 23E";"Portland";"OR";51920;"Multnomah";37.754413;-146.273242;"Condo";3;5.0;"4,511";"11,670";1940;84;"428,834.91";"2021-07-28";"1,721";95.06;"466,467.37";2024;"9,240.18";"Deborah Taylor";"FALSE";"OR-MU-69397"
"P-101973";11973;"4183 Cedar Ln, Apt 6C, Kansas City, MO 32841";"4183 Cedar Ln";"Apt 6C";"Kansas City";"MO";32841;"Jackson";36.453006;-152.329832;"Townhouse";3;4.5;"1,983";"7,633";1941;83;"640,023.10";"2024-07-07";"646";322.75;"555,966.91";2023;"7,831.89";"Jessica Robinson";"TRUE";"MO-JA-24635"
"P-101974";11974;"3061 Adams St, Provo, UT 79562";"3061 Adams St";"";"Provo";"UT";79562;"Utah";47.138644;-108.337479;"Single Family";5;3.0;"5,542";"11,411";1930;94;"419,592.59";"2018-02-24";"2,971";75.71;"377,693.77";2024;"3,326.21";"Melissa Hall";"TRUE";"UT-UT-51099"
"P-101976";11976;"8188 Main St, Raleigh, NC 19060";"8188 Main St";"";"Raleigh";"NC";19060;"Wake";34.305821;-116.116432;"Single Family";5;3.5;"969";"3,015";2007;17;"354,983.70";"2021-03-21";"1,850";366.34;"383,973.72";2024;"7,372.23";"Amanda Carter";"TRUE";"NC-WA-74237"
"P-101977";11977;"5731 Maple Dr, Manhattan, NY 26800";"5731 Maple Dr";"";"Manhattan";"NY";26800;"New York";45.051046;-96.301945;"Single Family";7;3.0;"6,056";"7,312";1979;45;"1,924,851.28";"2018-04-23";"2,913";317.84;"1,558,620.58";2024;"34,289.65";"Karen Hall";"FALSE";"NY-NE-15622"
"P-101978";11978;"1834 Willow Way, Charlotte, NC 22811";"1834 Willow Way";"";"Charlotte";"NC";22811;"Mecklenburg";26.871341;-131.067674;"Single Family";5;2.0;"6,213";"7,651";1969;55;"810,489.13";"2022-05-11";"1,434";130.45;"765,449.79";2022;"10,604.20";"Charles Adams";"TRUE";"NC-ME-75907"
"P-101979";11979;"2156 Creekside Dr, Chicago, IL 74210";"2156 Creekside Dr";"";"Chicago";"IL";74210;"Cook";39.212547;-113.315278;"Single Family";3;1.0;"4,064";"10,474";1986;38;"849,718.80";"2025-06-30";"288";209.08;"768,364.89";2024;"16,135.66";"George Lee";"TRUE";"IL-CO-64510"
"P-101980";11980;"1426 Willow Way, Apt 28A, Pittsburgh, PA 64340";"1426 Willow Way";"Apt 28A";"Pittsburgh";"PA";64340;"Allegheny";35.831466;-106.342761;"Condo";1;2.5;"4,045";"7,960";1969;55;"315,689.66";"2019-02-11";"2,619";78.04;"253,891.92";2024;"4,720.18";"Daniel Davis";"FALSE";"PA-AL-25278"
"P-101981";11981;"3492 Valley View Dr, Apt 15C, Phoenix, AZ 64437";"3492 Valley View Dr";"Apt 15C";"Phoenix";"AZ";64437;"Maricopa";47.080123;-140.699197;"Condo";3;1.5;"4,784";"7,218";1967;57;"428,042.68";"2021-10-01";"1,656";89.47;"351,086.08";2022;"3,152.15";"Barbara Adams";"FALSE";"AZ-MA-84384"
"P-101982";11982;"6454 Orchard Ln, Apt 19B, Fort Wayne, IN 82541";"6454 Orchard Ln";"Apt 19B";"Fort Wayne";"IN";82541;"Allen";29.060572;-115.089064;"Condo";6;4.0;"2,223";"3,620";1993;31;"451,388.81";"2023-10-07";"920";203.05;"369,026.85";2022;"5,142.73";"Patricia Taylor";"FALSE";"IN-AL-60945"
"P-101983";11983;"5794 Pine Rd, Decatur, GA 65306";"5794 Pine Rd";"";"Decatur";"GA";65306;"DeKalb";27.636651;-136.549724;"Single Family";2;4.5;"2,906";"9,547";1995;29;"835,037.18";"2017-09-09";"3,139";287.35;"670,530.21";2023;"8,505.97";"Michael Carter";"FALSE";"GA-DE-84798"
"P-101984";11984;"7067 Monroe Blvd, Apt 24C, Boston, MA 71170";"7067 Monroe Blvd";"Apt 24C";"Boston";"MA";71170;"Suffolk";47.399175;-100.312053;"Condo";3;3.5;"2,453";"8,815";1920;104;"1,731,186.64";"2024-08-07";"615";705.74;"1,475,201.31";2022;"19,116.74";"Matthew Clark";"TRUE";"MA-SU-94039"
"P-101985";11985;"7551 Meadow Ln, Apt 7B, Fairfax, VA 61326";"7551 Meadow Ln";"Apt 7B";"Fairfax";"VA";61326;"Fairfax";37.439056;-131.828178;"Townhouse";5;3.0;"1,131";"1,161";2022;2;"657,562.34";"2026-03-10";"35";581.4;"691,379.97";2024;"5,824.20";"Deborah Hernandez";"TRUE";"VA-FA-12420"
"P-101986";11986;"8681 Washington Ave, Lakewood, CO 68260";"8681 Washington Ave";"";"Lakewood";"CO";68260;"Jefferson";29.072058;-96.55552;"Multi Family";2;3.5;"1,643";"12,841";2012;12;"575,121.93";"2022-06-15";"1,399";350.04;"604,864.84";2022;"5,680.43";"Paul Hall";"FALSE";"CO-JE-11686"
"P-101987";11987;"8948 Main St, Apt 30B, Charlotte, NC 66264";"8948 Main St";"Apt 30B";"Charlotte";"NC";66264;"Mecklenburg";43.70911;-98.483878;"Townhouse";3;5.0;"6,057";"12,824";1937;87;"635,826.75";"2019-12-24";"2,303";104.97;"572,531.63";2024;"11,229.22";"John Rivera";"TRUE";"NC-ME-95965"
"P-101988";11988;"1387 Lakeshore Dr, Apt 6D, Boston, MA 73494";"1387 Lakeshore Dr";"Apt 6D";"Boston";"MA";73494;"Suffolk";42.071973;-154.388258;"Condo";6;4.0;"4,072";"10,378";1970;54;"1,147,032.29";"2018-12-25";"2,667";281.69;"1,165,399.27";2024;"13,570.63";"Susan Allen";"TRUE";"MA-SU-42278"
"P-101989";11989;"9627 Birch St, Henderson, NV 46684";"9627 Birch St";"";"Henderson";"NV";46684;"Clark";29.911614;-140.252963;"Single Family";5;1.0;"6,474";"9,308";2005;19;"637,936.40";"2023-03-01";"1,140";98.54;"699,412.26";2022;"12,583.29";"Dorothy White";"TRUE";"NV-CL-92960"
"P-101990";11990;"1863 Lincoln Rd, Chicago, IL 30355";"1863 Lincoln Rd";"";"Chicago";"IL";30355;"Cook";39.828086;-92.65137;"Single Family";7;4.5;"6,241";"11,648";1973;51;"472,269.79";"2025-03-08";"402";75.67;"460,280.86";2023;"9,665.90";"Timothy Thomas";"TRUE";"IL-CO-62796"
"P-101991";11991;"7551 Cedar Ln, Boston, MA 69779";"7551 Cedar Ln";"";"Boston";"MA";69779;"Suffolk";41.926689;-146.055255;"Multi Family";3;2.0;"2,926";"13,126";1957;67;"2,876,223.71";"2019-07-07";"2,473";982.99;"2,363,320.23";2023;"23,443.39";"Timothy Hill";"FALSE";"MA-SU-41189"
"P-101992";11992;"8337 Broadway, Boston, MA 10521";"8337 Broadway";"";"Boston";"MA";10521;"Suffolk";45.033774;-150.57618;"Single Family";3;4.5;"4,218";"12,355";1972;52;"1,268,152.59";"2025-04-13";"366";300.65;"1,108,146.69";2024;"9,994.13";"Matthew Lewis";"TRUE";"MA-SU-55400"
"P-101993";11993;"8425 Broadway, Brooklyn, NY 27547";"8425 Broadway";"";"Brooklyn";"NY";27547;"Kings";39.633165;-86.96879;"Multi Family";1;3.5;"5,978";"10,383";2010;14;"3,283,342.63";"2018-10-23";"2,730";549.24;"3,429,062.22";2022;"75,439.37";"Emily Taylor";"TRUE";"NY-KI-48863"
"P-101994";11994;"4294 Ridgewood Rd, Lawrenceville, GA 70033";"4294 Ridgewood Rd";"";"Lawrenceville";"GA";70033;"Gwinnett";33.726836;-86.635476;"Multi Family";7;4.0;"1,229";"13,055";1950;74;"836,474.43";"2020-04-09";"2,196";680.61;"881,035.33";2023;"13,659.58";"Mary Roberts";"FALSE";"GA-GW-14451"
"P-101995";11995;"1581 Meadow Ln, New Orleans, LA 87901";"1581 Meadow Ln";"";"New Orleans";"LA";87901;"Orleans";30.186988;-122.175723;"Single Family";5;2.5;"1,760";"5,172";1992;32;"663,633.46";"2017-12-20";"3,037";377.06;"687,053.83";2023;"13,405.30";"Ronald Nguyen";"FALSE";"LA-OR-60282"
"P-101996";11996;"2017 Heritage Ln, Houston, TX 21398";"2017 Heritage Ln";"";"Houston";"TX";21398;"Harris";25.087209;-117.00831;"Multi Family";4;1.5;"5,203";"10,563";2005;19;"299,197.69";"2025-11-24";"141";57.5;"302,680.94";2023;"6,053.62";"Donald Rodriguez";"TRUE";"TX-HA-28331"
"P-101997";11997;"3761 Jefferson St, San Antonio, TX 82165";"3761 Jefferson St";"";"San Antonio";"TX";82165;"Bexar";45.905191;-148.282785;"Single Family";2;1.0;"5,333";"15,455";1974;50;"428,894.06";"2020-12-08";"1,953";80.42;"398,263.78";2022;"7,965.28";"Mary Gonzalez";"FALSE";"TX-BE-39300"
"P-101998";11998;"4199 Birch St, Denver, CO 39332";"4199 Birch St";"";"Denver";"CO";39332;"Denver";47.153567;-124.345831;"Multi Family";4;1.0;"4,368";"14,863";1932;92;"995,166.26";"2018-06-22";"2,853";227.83;"796,882.48";2023;"12,680.18";"Daniel Young";"FALSE";"CO-DE-35400"
"P-101999";11999;"6785 Orchard Ln, Baton Rouge, LA 72693";"6785 Orchard Ln";"";"Baton Rouge";"LA";72693;"East Baton Rouge";21.900133;-134.324335;"Single Family";2;2.5;"1,221";"7,651";1952;72;"686,126.46";"2026-03-21";"24";561.94;"670,416.27";2024;"13,364.62";"Karen Ramirez";"FALSE";"LA-EA-95695"
"P-102000";12000;"8212 Monroe Blvd, Apt 16E, Salt Lake City, UT 96649";"8212 Monroe Blvd";"Apt 16E";"Salt Lake City";"UT";96649;"Salt Lake";22.327074;-126.220546;"Condo";4;5.0;"1,620";"2,572";1940;84;"377,802.37";"2025-03-22";"388";233.21;"317,724.06";2024;"5,595.01";"Sandra Clark";"TRUE";"UT-SA-45667"
"P-102001";12001;"635 Ridgewood Rd, San Diego, CA 77591";"635 Ridgewood Rd";"";"San Diego";"CA";77591;"San Diego";22.371344;-155.770751;"Single Family";7;3.0;"3,762";"5,763";1960;64;"2,305,609.12";"2021-01-17";"1,913";612.87;"2,376,091.47";2022;"20,174.50";"John Nguyen";"FALSE";"CA-SA-14577"
"P-102002";12002;"3534 Birch St, Apt 7A, Eugene, OR 51972";"3534 Birch St";"Apt 7A";"Eugene";"OR";51972;"Lane";27.827279;-118.63057;"Condo";6;3.0;"4,664";"9,301";1951;73;"1,313,459.22";"2017-11-01";"3,086";281.62;"1,276,336.30";2024;"19,955.17";"Robert Scott";"FALSE";"OR-LA-23714"
"P-102003";12003;"8802 Ridgewood Rd, Apt 4A, Lexington, KY 85397";"8802 Ridgewood Rd";"Apt 4A";"Lexington";"KY";85397;"Fayette";31.016022;-151.11153;"Condo";2;1.5;"2,247";"2,464";1964;60;"349,158.58";"2018-11-17";"2,705";155.39;"336,054.39";2023;"5,328.80";"Melissa Lopez";"TRUE";"KY-FA-18881"
"P-102004";12004;"785 Lincoln Rd, New Orleans, LA 56317";"785 Lincoln Rd";"";"New Orleans";"LA";56317;"Orleans";36.930838;-82.195757;"Single Family";5;3.0;"1,960";"12,803";1993;31;"340,495.96";"2017-01-08";"3,383";173.72;"290,930.78";2024;"3,893.17";"Michelle Mitchell";"FALSE";"LA-OR-14764"
"P-102005";12005;"2385 Monroe Blvd, Tucson, AZ 83114";"2385 Monroe Blvd";"";"Tucson";"AZ";83114;"Pima";35.369398;-118.053733;"Multi Family";4;4.0;"4,124";"4,718";2000;24;"422,049.17";"2024-06-05";"678";102.34;"444,191.14";2024;"6,630.38";"Daniel Jones";"FALSE";"AZ-PI-50598"
"P-102006";12006;"3580 Riverside Dr, Apt 27D, Dallas, TX 82104";"3580 Riverside Dr";"Apt 27D";"Dallas";"TX";82104;"Dallas";26.773488;-116.881211;"Condo";6;2.5;"774";"9,425";1932;92;"518,216.09";"2021-09-18";"1,669";669.53;"451,700.71";2024;"9,034.01";"Brian Wilson";"FALSE";"TX-DA-99664"
"P-102007";12007;"3055 Forest Glen Rd, Houston, TX 60053";"3055 Forest Glen Rd";"";"Houston";"TX";60053;"Harris";27.42243;-142.484562;"Single Family";4;1.5;"3,452";"8,513";1991;33;"182,278.98";"2022-08-18";"1,335";52.8;"152,233.19";2022;"3,044.66";"Michael Jones";"FALSE";"TX-HA-76762"
"P-102008";12008;"1025 Valley View Dr, Pittsburgh, PA 67372";"1025 Valley View Dr";"";"Pittsburgh";"PA";67372;"Allegheny";42.974021;-121.678723;"Single Family";4;1.5;"5,457";"7,694";2010;14;"730,143.30";"2017-03-02";"3,330";133.8;"729,754.77";2024;"11,151.60";"Ronald Williams";"FALSE";"PA-AL-17743"
"P-102009";12009;"8794 Harbor View Blvd, Apt 9E, Queens, NY 51889";"8794 Harbor View Blvd";"Apt 9E";"Queens";"NY";51889;"Queens";42.301418;-133.526002;"Townhouse";5;2.0;"2,551";"13,685";1921;103;"1,088,103.31";"2026-02-19";"54";426.54;"993,896.87";2023;"21,865.73";"Linda Hill";"FALSE";"NY-QU-32249"
"P-102010";12010;"2966 Forest Glen Rd, Rockville, MD 52418";"2966 Forest Glen Rd";"";"Rockville";"MD";52418;"Montgomery";30.052497;-80.401319;"Single Family";2;4.0;"2,908";"12,348";1973;51;"871,949.85";"2023-05-20";"1,060";299.85;"880,149.72";2022;"14,375.14";"Lisa Lee";"TRUE";"MD-MO-56713"
"P-102011";12011;"5923 Harbor View Blvd, Apt 4A, Atlanta, GA 49380";"5923 Harbor View Blvd";"Apt 4A";"Atlanta";"GA";49380;"Fulton";46.77289;-131.146118;"Condo";5;2.0;"3,247";"5,532";2012;12;"447,023.56";"2016-10-27";"3,456";137.67;"484,771.22";2024;"9,504.28";"Melissa Davis";"FALSE";"GA-FU-57880"
"P-102012";12012;"5255 Summit Rd, Apt 1E, Orlando, FL 72432";"5255 Summit Rd";"Apt 1E";"Orlando";"FL";72432;"Orange";44.6686;-88.500858;"Condo";7;3.5;"1,210";"6,449";1978;46;"453,703.47";"2018-01-11";"3,015";374.96;"420,192.00";2022;"6,634.04";"Patricia Nelson";"TRUE";"FL-OR-79737"
"P-102013";12013;"3414 Birch St, Apt 13B, Provo, UT 37462";"3414 Birch St";"Apt 13B";"Provo";"UT";37462;"Utah";47.30097;-82.225151;"Condo";3;4.0;"3,251";"14,761";1927;97;"258,432.42";"2020-11-04";"1,987";79.49;"231,558.42";2023;"1,995.91";"Kevin Martin";"FALSE";"UT-UT-55102"
"P-102014";12014;"3484 Sunset Blvd, Apt 18E, Scottsdale, AZ 42009";"3484 Sunset Blvd";"Apt 18E";"Scottsdale";"AZ";42009;"Maricopa";28.967313;-72.473516;"Townhouse";2;3.0;"3,229";"10,635";1926;98;"384,421.39";"2022-09-24";"1,298";119.05;"407,130.17";2023;"6,786.70";"Kimberly Green";"TRUE";"AZ-MA-35215"
"P-102015";12015;"3418 Broadway, Austin, TX 45303";"3418 Broadway";"";"Austin";"TX";45303;"Travis";47.377311;-92.708252;"Single Family";4;1.5;"3,692";"5,495";2005;19;"529,761.09";"2018-10-01";"2,752";143.49;"485,740.65";2022;"9,714.81";"George Allen";"FALSE";"TX-TR-59523"
"P-102016";12016;"7680 Adams St, Apt 14E, New Orleans, LA 73098";"7680 Adams St";"Apt 14E";"New Orleans";"LA";73098;"Orleans";32.076116;-86.92735;"Condo";6;4.5;"801";"4,227";2007;17;"554,077.20";"2018-12-23";"2,669";691.73;"608,417.21";2023;"8,957.85";"Donald Carter";"FALSE";"LA-OR-34303"
"P-102017";12017;"9451 Lincoln Rd, Apt 22E, Miami, FL 26102";"9451 Lincoln Rd";"Apt 22E";"Miami";"FL";26102;"Miami-Dade";42.107925;-143.51352;"Townhouse";3;1.5;"6,438";"9,316";2009;15;"293,877.77";"2020-07-23";"2,091";45.65;"301,548.08";2022;"5,549.84";"Ronald Sanchez";"TRUE";"FL-MI-41542"
"P-102018";12018;"1653 Birch St, Raleigh, NC 57255";"1653 Birch St";"";"Raleigh";"NC";57255;"Wake";28.276229;-124.979042;"Single Family";7;5.0;"5,621";"8,311";1960;64;"540,242.34";"2020-05-04";"2,171";96.11;"576,084.77";2022;"5,200.01";"Stephanie Smith";"TRUE";"NC-WA-40440"
"P-102019";12019;"6691 Madison Ave, Apt 12D, Memphis, TN 13668";"6691 Madison Ave";"Apt 12D";"Memphis";"TN";13668;"Shelby";26.380171;-77.407594;"Condo";2;4.0;"4,489";"7,614";1961;63;"640,835.58";"2016-07-07";"3,568";142.76;"630,397.63";2023;"12,485.81";"Donna Carter";"TRUE";"TN-SH-59847"
"P-102020";12020;"7089 Birch St, Miami, FL 86574";"7089 Birch St";"";"Miami";"FL";86574;"Miami-Dade";39.915487;-100.080733;"Single Family";2;2.0;"3,603";"4,580";1987;37;"445,904.49";"2016-09-29";"3,484";123.76;"428,946.03";2024;"5,046.44";"Charles Green";"TRUE";"FL-MI-67442"
"P-102021";12021;"928 Washington Ave, Apt 13B, Detroit, MI 37643";"928 Washington Ave";"Apt 13B";"Detroit";"MI";37643;"Wayne";21.537545;-142.210132;"Townhouse";5;4.5;"2,050";"10,580";1996;28;"737,310.96";"2019-02-09";"2,621";359.66;"653,879.75";2023;"12,551.16";"Brian Wilson";"TRUE";"MI-WA-20228"
"P-102022";12022;"369 Heritage Ln, Charlotte, NC 60783";"369 Heritage Ln";"";"Charlotte";"NC";60783;"Mecklenburg";22.10983;-116.189216;"Multi Family";2;5.0;"716";"4,576";1946;78;"666,779.01";"2021-09-27";"1,660";931.26;"595,753.00";2022;"8,451.83";"Charles Nelson";"TRUE";"NC-ME-84837"
"P-102024";12024;"5312 Clearwater Ct, Apt 13D, Columbus, OH 19485";"5312 Clearwater Ct";"Apt 13D";"Columbus";"OH";19485;"Franklin";28.687764;-156.768532;"Townhouse";4;4.0;"1,847";"4,514";1993;31;"394,556.36";"2017-09-19";"3,129";213.62;"414,781.49";2024;"3,327.37";"Lisa King";"TRUE";"OH-FR-14769"
